dataset,model,seed,scarcity_fraction,training_pool_size,retained_size,retained_negative,retained_positive,test_size,fit_seconds,roc_auc,precision,recall,f1,accuracy,average_precision
cleveland,logistic_regression,17,1,242,242,131,111,61,0.0375148000020998,0.941558441558442,0.857142857142857,0.857142857142857,0.857142857142857,0.868852459016393,0.936150729603784
cleveland,random_forest,17,1,242,242,131,111,61,0.880376599998271,0.902597402597403,0.827586206896552,0.857142857142857,0.842105263157895,0.852459016393443,0.902923350983362
cleveland,logistic_regression,17,0.5,242,121,66,55,61,0.0374893000043812,0.932900432900433,0.884615384615385,0.821428571428571,0.851851851851852,0.868852459016393,0.939723561602543
cleveland,random_forest,17,0.5,242,121,66,55,61,0.912652300001355,0.900974025974026,0.785714285714286,0.785714285714286,0.785714285714286,0.80327868852459,0.908996768053607
cleveland,logistic_regression,17,0.25,242,61,33,28,61,0.0354695999994874,0.949134199134199,0.862068965517241,0.892857142857143,0.87719298245614,0.885245901639344,0.938116714059168
cleveland,random_forest,17,0.25,242,61,33,28,61,0.898435900002369,0.917207792207792,0.75,0.75,0.75,0.770491803278688,0.914229060562026
cleveland,logistic_regression,17,0.1,242,24,13,11,61,0.0421111000032396,0.847402597402597,0.740740740740741,0.714285714285714,0.727272727272727,0.754098360655738,0.788086631969086
cleveland,random_forest,17,0.1,242,24,13,11,61,0.818095099995844,0.896103896103896,0.791666666666667,0.678571428571429,0.730769230769231,0.770491803278688,0.863240944422137
cleveland,logistic_regression,17,0.05,242,12,6,6,61,0.0342955000014626,0.874458874458874,0.769230769230769,0.714285714285714,0.740740740740741,0.770491803278688,0.835525118070241
cleveland,random_forest,17,0.05,242,12,6,6,61,0.800162899999123,0.922619047619048,0.833333333333333,0.714285714285714,0.769230769230769,0.80327868852459,0.914224209788811
cleveland,logistic_regression,18,1,242,242,131,111,61,0.0340454999968642,0.888528138528139,0.814814814814815,0.785714285714286,0.8,0.819672131147541,0.906109720090262
cleveland,random_forest,18,1,242,242,131,111,61,1.12500020000152,0.863636363636364,0.7,0.75,0.724137931034483,0.737704918032787,0.881622528699109
cleveland,logistic_regression,18,0.5,242,121,66,55,61,0.0542571999976644,0.890692640692641,0.766666666666667,0.821428571428571,0.793103448275862,0.80327868852459,0.908019240405803
cleveland,random_forest,18,0.5,242,121,66,55,61,1.08169649999763,0.87987012987013,0.807692307692308,0.75,0.777777777777778,0.80327868852459,0.891655058872695
cleveland,logistic_regression,18,0.25,242,61,33,28,61,0.054517399999895,0.887445887445887,0.785714285714286,0.785714285714286,0.785714285714286,0.80327868852459,0.900897963751307
cleveland,random_forest,18,0.25,242,61,33,28,61,1.05525569999736,0.865800865800866,0.8,0.714285714285714,0.754716981132076,0.786885245901639,0.879593567492908
cleveland,logistic_regression,18,0.1,242,24,13,11,61,0.0488417999949887,0.793290043290043,0.714285714285714,0.714285714285714,0.714285714285714,0.737704918032787,0.811085806213306
cleveland,random_forest,18,0.1,242,24,13,11,61,0.947466599995096,0.806277056277056,0.75,0.75,0.75,0.770491803278688,0.782664752939246
cleveland,logistic_regression,18,0.05,242,12,6,6,61,0.0461949999953503,0.729437229437229,0.642857142857143,0.642857142857143,0.642857142857143,0.672131147540984,0.77356248404422
cleveland,random_forest,18,0.05,242,12,6,6,61,1.01320159999887,0.70995670995671,0.655172413793103,0.678571428571429,0.666666666666667,0.688524590163934,0.657965845916259
cleveland,logistic_regression,19,1,242,242,131,111,61,0.0543496000027516,0.904761904761905,0.793103448275862,0.821428571428571,0.807017543859649,0.819672131147541,0.885446647838133
cleveland,random_forest,19,1,242,242,131,111,61,1.16357150000113,0.904761904761905,0.75,0.857142857142857,0.8,0.80327868852459,0.887806236272917
cleveland,logistic_regression,19,0.5,242,121,66,55,61,0.0733546999981626,0.891774891774892,0.733333333333333,0.785714285714286,0.758620689655172,0.770491803278688,0.866581556424264
cleveland,random_forest,19,0.5,242,121,66,55,61,0.981888599999365,0.871753246753247,0.71875,0.821428571428571,0.766666666666667,0.770491803278688,0.837615335967445
cleveland,logistic_regression,19,0.25,242,61,33,28,61,0.0363381999995908,0.903679653679654,0.78125,0.892857142857143,0.833333333333333,0.836065573770492,0.887671907184022
cleveland,random_forest,19,0.25,242,61,33,28,61,0.935129600002256,0.858766233766234,0.774193548387097,0.857142857142857,0.813559322033898,0.819672131147541,0.820918770107259
cleveland,logistic_regression,19,0.1,242,24,13,11,61,0.0366179999982704,0.866883116883117,0.733333333333333,0.785714285714286,0.758620689655172,0.770491803278688,0.835917118285538
cleveland,random_forest,19,0.1,242,24,13,11,61,1.01980209999601,0.924242424242424,0.807692307692308,0.75,0.777777777777778,0.80327868852459,0.92277689352822
cleveland,logistic_regression,19,0.05,242,12,6,6,61,0.0499809999964781,0.840909090909091,0.685714285714286,0.857142857142857,0.761904761904762,0.754098360655738,0.801267933956928
cleveland,random_forest,19,0.05,242,12,6,6,61,1.15522159999819,0.875541125541126,0.833333333333333,0.714285714285714,0.769230769230769,0.80327868852459,0.868732856972177
cleveland,logistic_regression,20,1,242,242,131,111,61,0.0671275999993666,0.927489177489177,0.958333333333333,0.821428571428571,0.884615384615385,0.901639344262295,0.9166849800182
cleveland,random_forest,20,1,242,242,131,111,61,1.1793905999948,0.91504329004329,0.814814814814815,0.785714285714286,0.8,0.819672131147541,0.912416861774417
cleveland,logistic_regression,20,0.5,242,121,66,55,61,0.0477697999958763,0.906926406926407,0.916666666666667,0.785714285714286,0.846153846153846,0.868852459016393,0.906781733558444
cleveland,random_forest,20,0.5,242,121,66,55,61,0.95417979999911,0.88474025974026,0.821428571428571,0.821428571428571,0.821428571428571,0.836065573770492,0.887515488540866
cleveland,logistic_regression,20,0.25,242,61,33,28,61,0.0882240999999339,0.871212121212121,0.814814814814815,0.785714285714286,0.8,0.819672131147541,0.842408011118335
cleveland,random_forest,20,0.25,242,61,33,28,61,0.997369299999264,0.825757575757576,0.791666666666667,0.678571428571429,0.730769230769231,0.770491803278688,0.830462234104037
cleveland,logistic_regression,20,0.1,242,24,13,11,61,0.0517930000060004,0.756493506493506,0.67741935483871,0.75,0.711864406779661,0.721311475409836,0.724517010057048
cleveland,random_forest,20,0.1,242,24,13,11,61,1.03592529999878,0.778679653679654,0.696969696969697,0.821428571428571,0.754098360655738,0.754098360655738,0.761970929102299
cleveland,logistic_regression,20,0.05,242,12,6,6,61,0.0730696000027818,0.82034632034632,0.727272727272727,0.857142857142857,0.786885245901639,0.786885245901639,0.78759502907714
cleveland,random_forest,20,0.05,242,12,6,6,61,1.14704840000195,0.814393939393939,0.793103448275862,0.821428571428571,0.807017543859649,0.819672131147541,0.812776585223033
cleveland,logistic_regression,21,1,242,242,131,111,61,0.0631657999983872,0.927489177489177,0.916666666666667,0.785714285714286,0.846153846153846,0.868852459016393,0.923131406800941
cleveland,random_forest,21,1,242,242,131,111,61,1.20478459999867,0.908549783549784,0.869565217391304,0.714285714285714,0.784313725490196,0.819672131147541,0.898577937113466
cleveland,logistic_regression,21,0.5,242,121,66,55,61,0.0533557000017026,0.91991341991342,0.88,0.785714285714286,0.830188679245283,0.852459016393443,0.924216691819469
cleveland,random_forest,21,0.5,242,121,66,55,61,1.26109080000606,0.893939393939394,0.91304347826087,0.75,0.823529411764706,0.852459016393443,0.909164938463921
cleveland,logistic_regression,21,0.25,242,61,33,28,61,1.7386120999945,0.905844155844156,0.88,0.785714285714286,0.830188679245283,0.852459016393443,0.923730447863825
cleveland,random_forest,21,0.25,242,61,33,28,61,0.95087760000024,0.913961038961039,0.84,0.75,0.792452830188679,0.819672131147541,0.923746753424422
cleveland,logistic_regression,21,0.1,242,24,13,11,61,0.0395682000016676,0.901515151515151,0.8,0.714285714285714,0.754716981132076,0.786885245901639,0.90132155600702
cleveland,random_forest,21,0.1,242,24,13,11,61,1.07605260000128,0.897186147186147,0.85,0.607142857142857,0.708333333333333,0.770491803278688,0.892307499314973
cleveland,logistic_regression,21,0.05,242,12,6,6,61,0.0465935000029275,0.863636363636364,0.75,0.857142857142857,0.8,0.80327868852459,0.853149539930517
cleveland,random_forest,21,0.05,242,12,6,6,61,1.11253479999868,0.858225108225108,0.85,0.607142857142857,0.708333333333333,0.770491803278688,0.859130091293725
cleveland,logistic_regression,22,1,242,242,131,111,61,0.149013499998546,0.909090909090909,0.88,0.785714285714286,0.830188679245283,0.852459016393443,0.863975723700009
cleveland,random_forest,22,1,242,242,131,111,61,1.03837750000093,0.879329004329004,0.846153846153846,0.785714285714286,0.814814814814815,0.836065573770492,0.836097134196475
cleveland,logistic_regression,22,0.5,242,121,66,55,61,0.347994600000675,0.888528138528139,0.793103448275862,0.821428571428571,0.807017543859649,0.819672131147541,0.864521514060006
cleveland,random_forest,22,0.5,242,121,66,55,61,1.07573379999667,0.890692640692641,0.821428571428571,0.821428571428571,0.821428571428571,0.836065573770492,0.852897290685586
cleveland,logistic_regression,22,0.25,242,61,33,28,61,0.0469333000000915,0.87987012987013,0.766666666666667,0.821428571428571,0.793103448275862,0.80327868852459,0.854007575948713
cleveland,random_forest,22,0.25,242,61,33,28,61,1.09353120000014,0.882034632034632,0.84,0.75,0.792452830188679,0.819672131147541,0.844588968021943
cleveland,logistic_regression,22,0.1,242,24,13,11,61,0.0512851000021328,0.798701298701299,0.730769230769231,0.678571428571429,0.703703703703704,0.737704918032787,0.766691860762974
cleveland,random_forest,22,0.1,242,24,13,11,61,1.15540529999998,0.885281385281385,0.818181818181818,0.642857142857143,0.72,0.770491803278688,0.838414284605976
cleveland,logistic_regression,22,0.05,242,12,6,6,61,0.24243469999783,0.845238095238095,0.730769230769231,0.678571428571429,0.703703703703704,0.737704918032787,0.828423836293228
cleveland,random_forest,22,0.05,242,12,6,6,61,1.11475889999565,0.886363636363636,0.807692307692308,0.75,0.777777777777778,0.80327868852459,0.867638778601705
cleveland,logistic_regression,23,1,242,242,131,111,61,0.0365706000011414,0.925324675324675,0.909090909090909,0.714285714285714,0.8,0.836065573770492,0.93031103389197
cleveland,random_forest,23,1,242,242,131,111,61,1.05013260000123,0.941558441558442,0.875,0.75,0.807692307692308,0.836065573770492,0.942885368599654
cleveland,logistic_regression,23,0.5,242,121,66,55,61,0.0770119999942835,0.933982683982684,0.916666666666667,0.785714285714286,0.846153846153846,0.868852459016393,0.941184933952894
cleveland,random_forest,23,0.5,242,121,66,55,61,1.12869389999832,0.936688311688312,0.916666666666667,0.785714285714286,0.846153846153846,0.868852459016393,0.936209786524869
cleveland,logistic_regression,23,0.25,242,61,33,28,61,0.0413036000027204,0.922077922077922,0.954545454545455,0.75,0.84,0.868852459016393,0.929952743523107
cleveland,random_forest,23,0.25,242,61,33,28,61,1.00664339999639,0.942640692640693,0.857142857142857,0.857142857142857,0.857142857142857,0.868852459016393,0.939461560401963
cleveland,logistic_regression,23,0.1,242,24,13,11,61,0.0579599999982746,0.857142857142857,0.954545454545455,0.75,0.84,0.868852459016393,0.893204375777024
cleveland,random_forest,23,0.1,242,24,13,11,61,1.10596709999663,0.885281385281385,0.863636363636364,0.678571428571429,0.76,0.80327868852459,0.877354616011396
cleveland,logistic_regression,23,0.05,242,12,6,6,61,0.322911199997179,0.822510822510823,0.75,0.642857142857143,0.692307692307692,0.737704918032787,0.856900099593694
cleveland,random_forest,23,0.05,242,12,6,6,61,1.02624189999915,0.886363636363636,0.785714285714286,0.785714285714286,0.785714285714286,0.80327868852459,0.888311740106342
cleveland,logistic_regression,24,1,242,242,131,111,61,0.0469871000022974,0.926406926406926,0.884615384615385,0.821428571428571,0.851851851851852,0.868852459016393,0.901258651693341
cleveland,random_forest,24,1,242,242,131,111,61,1.17379179999989,0.941558441558441,0.851851851851852,0.821428571428571,0.836363636363636,0.852459016393443,0.921858576315289
cleveland,logistic_regression,24,0.5,242,121,66,55,61,0.0603436000019427,0.935064935064935,0.916666666666667,0.785714285714286,0.846153846153846,0.868852459016393,0.920486213884762
cleveland,random_forest,24,0.5,242,121,66,55,61,1.07449479999923,0.964285714285714,0.92,0.821428571428571,0.867924528301887,0.885245901639344,0.957288769686353
cleveland,logistic_regression,24,0.25,242,61,33,28,61,0.0488946000041323,0.937229437229437,0.827586206896552,0.857142857142857,0.842105263157895,0.852459016393443,0.922971785631736
cleveland,random_forest,24,0.25,242,61,33,28,61,1.06582459999481,0.95021645021645,0.958333333333333,0.821428571428571,0.884615384615385,0.901639344262295,0.936201559563192
cleveland,logistic_regression,24,0.1,242,24,13,11,61,0.0628876000046146,0.935064935064935,0.806451612903226,0.892857142857143,0.847457627118644,0.852459016393443,0.928165500518126
cleveland,random_forest,24,0.1,242,24,13,11,61,1.13252070000453,0.935064935064935,0.888888888888889,0.857142857142857,0.872727272727273,0.885245901639344,0.937791982559204
cleveland,logistic_regression,24,0.05,242,12,6,6,61,0.0869619000004604,0.875541125541126,0.774193548387097,0.857142857142857,0.813559322033898,0.819672131147541,0.861864276001897
cleveland,random_forest,24,0.05,242,12,6,6,61,1.07213549999869,0.905844155844156,0.827586206896552,0.857142857142857,0.842105263157895,0.852459016393443,0.898380852039475
cleveland,logistic_regression,25,1,242,242,131,111,61,0.0838724999994154,0.946969696969697,0.954545454545455,0.75,0.84,0.868852459016393,0.946098100301313
cleveland,random_forest,25,1,242,242,131,111,61,1.18637070000113,0.913961038961039,0.91304347826087,0.75,0.823529411764706,0.852459016393443,0.912345796721303
cleveland,logistic_regression,25,0.5,242,121,66,55,61,0.0526054000001748,0.875541125541126,0.869565217391304,0.714285714285714,0.784313725490196,0.819672131147541,0.896166559144794
cleveland,random_forest,25,0.5,242,121,66,55,61,1.07540110000264,0.9004329004329,0.9,0.642857142857143,0.75,0.80327868852459,0.912577543352458
cleveland,logistic_regression,25,0.25,242,61,33,28,61,0.0353335999971022,0.831168831168831,0.8,0.714285714285714,0.754716981132076,0.786885245901639,0.874781102121069
cleveland,random_forest,25,0.25,242,61,33,28,61,1.08850339999481,0.876082251082251,0.9,0.642857142857143,0.75,0.80327868852459,0.897243169748343
cleveland,logistic_regression,25,0.1,242,24,13,11,61,0.0425682999994023,0.814935064935065,0.769230769230769,0.714285714285714,0.740740740740741,0.770491803278688,0.811342991926251
cleveland,random_forest,25,0.1,242,24,13,11,61,1.10240280000289,0.841991341991342,0.769230769230769,0.714285714285714,0.740740740740741,0.770491803278688,0.853795046579002
cleveland,logistic_regression,25,0.05,242,12,6,6,61,0.035647599994263,0.758658008658009,0.666666666666667,0.785714285714286,0.721311475409836,0.721311475409836,0.773890341644812
cleveland,random_forest,25,0.05,242,12,6,6,61,1.14344459999847,0.785714285714286,0.7,0.75,0.724137931034483,0.737704918032787,0.745097246417901
cleveland,logistic_regression,26,1,242,242,131,111,61,0.0333332000009248,0.891774891774892,1,0.571428571428571,0.727272727272727,0.80327868852459,0.906377102759587
cleveland,random_forest,26,1,242,242,131,111,61,1.04375389999768,0.823593073593074,0.75,0.535714285714286,0.625,0.704918032786885,0.834312987206051
cleveland,logistic_regression,26,0.5,242,121,66,55,61,0.0596363000004202,0.88961038961039,0.9,0.642857142857143,0.75,0.80327868852459,0.891988669112189
cleveland,random_forest,26,0.5,242,121,66,55,61,1.04795709999598,0.842532467532468,0.8,0.571428571428571,0.666666666666667,0.737704918032787,0.83395757645291
cleveland,logistic_regression,26,0.25,242,61,33,28,61,0.0464126000006217,0.859307359307359,0.894736842105263,0.607142857142857,0.723404255319149,0.786885245901639,0.866432514965793
cleveland,random_forest,26,0.25,242,61,33,28,61,1.01104340000165,0.882575757575758,0.857142857142857,0.642857142857143,0.73469387755102,0.786885245901639,0.874765111750996
cleveland,logistic_regression,26,0.1,242,24,13,11,61,0.0465855000002192,0.866883116883117,0.863636363636364,0.678571428571429,0.76,0.80327868852459,0.868910787130048
cleveland,random_forest,26,0.1,242,24,13,11,61,1.08511849999923,0.873917748917749,0.888888888888889,0.571428571428571,0.695652173913043,0.770491803278688,0.875522823567462
cleveland,logistic_regression,26,0.05,242,12,6,6,61,0.0493423000007168,0.827922077922078,0.72,0.642857142857143,0.679245283018868,0.721311475409836,0.818791524420984
cleveland,random_forest,26,0.05,242,12,6,6,61,1.01848980000068,0.813311688311688,0.933333333333333,0.5,0.651162790697674,0.754098360655738,0.800133220296181
cleveland,logistic_regression,27,1,242,242,131,111,61,0.0518983000001752,0.955627705627706,0.8125,0.928571428571429,0.866666666666667,0.868852459016393,0.961772305075877
cleveland,random_forest,27,1,242,242,131,111,61,1.25531040000351,0.952380952380952,0.806451612903226,0.892857142857143,0.847457627118644,0.852459016393443,0.95495146168671
cleveland,logistic_regression,27,0.5,242,121,66,55,61,0.0576486000063596,0.903679653679654,0.757575757575758,0.892857142857143,0.819672131147541,0.819672131147541,0.910596399491602
cleveland,random_forest,27,0.5,242,121,66,55,61,1.54098079999676,0.945887445887446,0.8125,0.928571428571429,0.866666666666667,0.868852459016393,0.957001377173473
cleveland,logistic_regression,27,0.25,242,61,33,28,61,0.146210600003542,0.932900432900433,0.735294117647059,0.892857142857143,0.806451612903226,0.80327868852459,0.940677366935131
cleveland,random_forest,27,0.25,242,61,33,28,61,0.980985600006534,0.927489177489178,0.757575757575758,0.892857142857143,0.819672131147541,0.819672131147541,0.932109593109139
cleveland,logistic_regression,27,0.1,242,24,13,11,61,0.0675725999972199,0.853896103896104,0.85,0.607142857142857,0.708333333333333,0.770491803278688,0.84859384812463
cleveland,random_forest,27,0.1,242,24,13,11,61,0.899872999994841,0.91017316017316,0.846153846153846,0.785714285714286,0.814814814814815,0.836065573770492,0.897423144669114
cleveland,logistic_regression,27,0.05,242,12,6,6,61,0.051207800002885,0.80952380952381,0.666666666666667,0.714285714285714,0.689655172413793,0.704918032786885,0.796256365737712
cleveland,random_forest,27,0.05,242,12,6,6,61,1.2139415000056,0.883658008658009,0.741935483870968,0.821428571428571,0.779661016949153,0.786885245901639,0.867744021868321
cleveland,logistic_regression,28,1,242,242,131,111,61,0.0394368999986908,0.943722943722944,0.947368421052632,0.642857142857143,0.765957446808511,0.819672131147541,0.924469163818489
cleveland,random_forest,28,1,242,242,131,111,61,1.0175820000004,0.946969696969697,0.916666666666667,0.785714285714286,0.846153846153846,0.868852459016393,0.936565266508108
cleveland,logistic_regression,28,0.5,242,121,66,55,61,0.0515049999958136,0.925324675324675,0.9,0.642857142857143,0.75,0.80327868852459,0.900855928177393
cleveland,random_forest,28,0.5,242,121,66,55,61,0.928512099999352,0.932359307359307,0.95,0.678571428571429,0.791666666666667,0.836065573770492,0.930815372018505
cleveland,logistic_regression,28,0.25,242,61,33,28,61,0.0369092000037197,0.920995670995671,0.952380952380952,0.714285714285714,0.816326530612245,0.852459016393443,0.90231085525919
cleveland,random_forest,28,0.25,242,61,33,28,61,0.91874519999692,0.937229437229437,0.952380952380952,0.714285714285714,0.816326530612245,0.852459016393443,0.934332896204551
cleveland,logistic_regression,28,0.1,242,24,13,11,61,0.0346021000004839,0.901515151515151,0.785714285714286,0.785714285714286,0.785714285714286,0.80327868852459,0.880382434275014
cleveland,random_forest,28,0.1,242,24,13,11,61,0.849197499999718,0.887445887445887,0.777777777777778,0.75,0.763636363636364,0.786885245901639,0.894680145970455
cleveland,logistic_regression,28,0.05,242,12,6,6,61,0.0338833999994676,0.852813852813853,0.814814814814815,0.785714285714286,0.8,0.819672131147541,0.82133685521036
cleveland,random_forest,28,0.05,242,12,6,6,61,1.01948970000376,0.945887445887446,0.735294117647059,0.892857142857143,0.806451612903226,0.80327868852459,0.950706436420722
cleveland,logistic_regression,29,1,242,242,131,111,61,0.0368428000001585,0.935064935064935,0.846153846153846,0.785714285714286,0.814814814814815,0.836065573770492,0.915799597738891
cleveland,random_forest,29,1,242,242,131,111,61,1.01876629999606,0.9004329004329,0.785714285714286,0.785714285714286,0.785714285714286,0.80327868852459,0.905486077281717
cleveland,logistic_regression,29,0.5,242,121,66,55,61,0.0516226999970966,0.928571428571429,0.875,0.75,0.807692307692308,0.836065573770492,0.902106859121442
cleveland,random_forest,29,0.5,242,121,66,55,61,0.930372299997544,0.904220779220779,0.833333333333333,0.714285714285714,0.769230769230769,0.80327868852459,0.893469342037559
cleveland,logistic_regression,29,0.25,242,61,33,28,61,0.0354664000042248,0.903679653679654,0.904761904761905,0.678571428571429,0.775510204081633,0.819672131147541,0.873343250256149
cleveland,random_forest,29,0.25,242,61,33,28,61,0.947775500004354,0.86525974025974,0.807692307692308,0.75,0.777777777777778,0.80327868852459,0.861278153331266
cleveland,logistic_regression,29,0.1,242,24,13,11,61,0.0369434000022009,0.856060606060606,0.72,0.642857142857143,0.679245283018868,0.721311475409836,0.836801645392954
cleveland,random_forest,29,0.1,242,24,13,11,61,0.850613300004625,0.781385281385281,0.789473684210526,0.535714285714286,0.638297872340426,0.721311475409836,0.754132142422959
cleveland,logistic_regression,29,0.05,242,12,6,6,61,0.0374101999987032,0.622294372294372,0.476190476190476,0.357142857142857,0.408163265306122,0.524590163934426,0.620994206626273
cleveland,random_forest,29,0.05,242,12,6,6,61,1.57393420000153,0.522186147186147,0.461538461538462,0.642857142857143,0.537313432835821,0.491803278688525,0.475960772523012
diabetes,logistic_regression,0,1,202944,202944,174667,28277,50736,1.85807099999511,0.819847758027684,0.544730679156909,0.164521148677324,0.252716210343329,0.864435509303059,0.403633613485021
diabetes,random_forest,0,1,202944,202944,174667,28277,50736,62.7128545000014,0.801063338890973,0.500400641025641,0.176686942990522,0.261160480920021,0.860710343740145,0.380036268735118
diabetes,logistic_regression,0,0.5,202944,101472,87334,14138,50736,1.05961759999627,0.819661208453335,0.544256120527307,0.163530909605319,0.251495703252475,0.864376379690949,0.403353838244599
diabetes,random_forest,0,0.5,202944,101472,87334,14138,50736,24.6464242000002,0.801954153643732,0.503566932438103,0.16975526948649,0.253914515446466,0.861005991800694,0.382065198998545
diabetes,logistic_regression,0,0.25,202944,50736,43667,7069,50736,0.681409300006635,0.819590980845684,0.542134831460674,0.163813835054463,0.251602390005432,0.864218700725323,0.403197029181814
diabetes,random_forest,0,0.25,202944,50736,43667,7069,50736,7.8910745999965,0.80321945894465,0.515459363957597,0.165086999575612,0.250080360012858,0.862050614947966,0.387724704756303
diabetes,logistic_regression,0,0.1,202944,20294,17466,2828,50736,0.30431540000427,0.819064955719822,0.535635236830456,0.171169896732211,0.259433962264151,0.863844213181961,0.401764587513214
diabetes,random_forest,0,0.1,202944,20294,17466,2828,50736,2.86832950000098,0.80362511748862,0.527020991514069,0.166926014995049,0.25354533734422,0.863055818353832,0.391977108099238
diabetes,logistic_regression,0,0.05,202944,10147,8733,1414,50736,0.288126100000227,0.818624912277447,0.538706739526412,0.167350403168765,0.255369670804101,0.864021602018291,0.401631319758087
diabetes,random_forest,0,0.05,202944,10147,8733,1414,50736,1.89138960000128,0.801483946475237,0.536332179930796,0.153487056160702,0.238671359436868,0.863568274992116,0.391457866346885
diabetes,logistic_regression,0,0.01,202944,2029,1746,283,50736,0.218547399999807,0.80956754161223,0.505677517032551,0.188994200028293,0.275151889609721,0.861262220119836,0.387195534409734
diabetes,random_forest,0,0.01,202944,2029,1746,283,50736,1.46128060000046,0.788740340735683,0.536890951276102,0.163672372329891,0.250867302688638,0.863804793440555,0.384620962713081
diabetes,logistic_regression,1,1,202944,202944,174667,28277,50736,1.75451039999461,0.821981706398237,0.527426160337553,0.159145565143585,0.244512062595088,0.862976978871019,0.40510266795686
diabetes,random_forest,1,1,202944,202944,174667,28277,50736,65.4183606999941,0.803065990337895,0.500405844155844,0.174423539397369,0.258680373439631,0.860710343740145,0.37726369639759
diabetes,logistic_regression,1,0.5,202944,101472,87334,14138,50736,1.08220940000319,0.822013065529248,0.530893536121673,0.158013863347008,0.243540826338166,0.863233207190161,0.404753596530073
diabetes,random_forest,1,0.5,202944,101472,87334,14138,50736,23.4021875000035,0.804410728512039,0.520842286205415,0.171452822181355,0.257982120051086,0.862582781456954,0.38144553171263
diabetes,logistic_regression,1,0.25,202944,50736,43667,7069,50736,0.584669500000018,0.821582726247715,0.536943319838057,0.150091950770972,0.234604754007739,0.863548565121413,0.404614070454673
diabetes,random_forest,1,0.25,202944,50736,43667,7069,50736,7.88655940000172,0.80357783420384,0.511681172698122,0.158013863347008,0.24146130566364,0.861676127404604,0.380509795173369
diabetes,logistic_regression,1,0.1,202944,20294,17466,2828,50736,0.252360600003158,0.821554786493025,0.532480818414322,0.14726269627953,0.230718085106383,0.863174077578051,0.402638816953031
diabetes,random_forest,1,0.1,202944,20294,17466,2828,50736,2.62119430000166,0.801191026922873,0.51685393258427,0.14316027726694,0.224216240168384,0.861971775465153,0.378533848781524
diabetes,logistic_regression,1,0.05,202944,10147,8733,1414,50736,0.162794399999257,0.820252311874994,0.526031434184676,0.151506578016693,0.235255354200988,0.862760170293283,0.403119511993556
diabetes,random_forest,1,0.05,202944,10147,8733,1414,50736,2.12253670000064,0.799760355658936,0.518618456556935,0.135945678313764,0.215422550997534,0.862030905077263,0.377015236413482
diabetes,logistic_regression,1,0.01,202944,2029,1746,283,50736,0.16157640000165,0.810284572354251,0.529818956336528,0.140755410949215,0.222420923214485,0.862878429517502,0.393273805484449
diabetes,random_forest,1,0.01,202944,2029,1746,283,50736,1.32226010000159,0.78884807457673,0.490981963927856,0.103975102560475,0.171608685500817,0.860138757489751,0.357021326141355
diabetes,logistic_regression,2,1,202944,202944,174667,28277,50736,1.92134920000535,0.820597369222243,0.524064171122995,0.152496817088697,0.236248082401929,0.86262220119836,0.402422362588999
diabetes,random_forest,2,1,202944,202944,174667,28277,50736,68.5013833999983,0.800331318613912,0.497933884297521,0.170462583109351,0.253978290652334,0.860473825291706,0.373359418174382
diabetes,logistic_regression,2,0.5,202944,101472,87334,14138,50736,1.09679509999842,0.820519551279473,0.524829600778968,0.152496817088697,0.236325770031788,0.86268133081047,0.402373778051798
diabetes,random_forest,2,0.5,202944,101472,87334,14138,50736,22.4254761999982,0.803099001654528,0.49490662139219,0.16494553685104,0.247427055702918,0.860197887101861,0.377618608793868
diabetes,logistic_regression,2,0.25,202944,50736,43667,7069,50736,0.514084599999478,0.820630604069872,0.526849037487335,0.147121233554958,0.230012164104832,0.862760170293283,0.402415532103462
diabetes,random_forest,2,0.25,202944,50736,43667,7069,50736,6.89252879999549,0.802603145114155,0.512091038406828,0.152779742537841,0.235345391152757,0.861676127404604,0.37730411273224
diabetes,logistic_regression,2,0.1,202944,20294,17466,2828,50736,0.224491799999669,0.819848644052718,0.532274590163934,0.146979770830386,0.230351402283561,0.863154367707348,0.40015114772192
diabetes,random_forest,2,0.1,202944,20294,17466,2828,50736,2.46513509999932,0.806636452554284,0.514851485148515,0.13976517187721,0.219848687138407,0.861794386628824,0.38265472573686
diabetes,logistic_regression,2,0.05,202944,10147,8733,1414,50736,0.173288799996953,0.819227582618247,0.51707779886148,0.154194369783562,0.237550397733464,0.862090034689372,0.40014503580443
diabetes,random_forest,2,0.05,202944,10147,8733,1414,50736,1.78709899999376,0.80384478852531,0.515015015015015,0.145565143584665,0.226976949376861,0.861853516240933,0.387395827147974
diabetes,logistic_regression,2,0.01,202944,2029,1746,283,50736,0.124137699996936,0.814150877843638,0.50137741046832,0.154477295232706,0.236184708554126,0.860789183222958,0.388957592502746
diabetes,random_forest,2,0.01,202944,2029,1746,283,50736,1.35424739999871,0.797296483637468,0.523174157303371,0.105389729806196,0.175438596491228,0.861971775465153,0.375594116499451
diabetes,logistic_regression,3,1,202944,202944,174667,28277,50736,1.60734670000238,0.823752222525767,0.529880478087649,0.150516338944688,0.234438691197532,0.863036108483128,0.405404342330957
diabetes,random_forest,3,1,202944,202944,174667,28277,50736,69.2384372000015,0.805371212044959,0.496984318455971,0.174847927571085,0.258685642528254,0.86037527593819,0.380748517405458
diabetes,logistic_regression,3,0.5,202944,101472,87334,14138,50736,1.53670319999947,0.823641318756033,0.528019323671498,0.154618757957278,0.239194660247292,0.862957269000315,0.404855454006819
